Word,Prefix_Stem,Prefix_Suffix,Suffix_Stem,Suffix_Suffix
boundary,bo,undary,boundar,y
proposal,pro,posal,propos,al
emotion,e,motion,emoti,on
time,t,ime,tim,e
feeling,fe,eling,feel,ing
subject,s,ubject,subjec,t
memory,m,emory,memor,y
exclusion,e,xclusion,exclusi,on
effort,e,ffort,effor,t
birth,bi,rth,bir,th
shame,s,hame,sham,e
defenders,de,fenders,defender,s
discussion,dis,cussion,discussi,on
digressions,di,gressions,digression,s
line,li,ne,lin,e
kilometers,k,ilometers,kilometer,s
favor,fa,vor,fav,or
regions,re,gions,region,s
name,na,me,nam,e
events,e,vents,event,s
leaders,le,aders,leader,s
injustice,in,justice,injustic,e
period,p,eriod,perio,d
memorandum,m,emorandum,memorand,um
check,c,heck,chec,k
agreement,a,greement,agreemen,t
boundaries,bo,undaries,boundarie,s
borders,bo,rders,border,s
lines,li,nes,line,s
tip,t,ip,ti,p
territories,te,rritories,territorie,s
war,wa,r,w,ar
blood,b,lood,bloo,d
order,o,rder,ord,er
compensation,co,mpensation,compensati,on
expense,e,xpense,expens,e
time,t,ime,tim,e
idea,i,dea,ide,a
study,s,tudy,stud,y
line,li,ne,lin,e
map,ma,p,m,ap
picture,pi,cture,pictur,e
place,p,lace,plac,e
miles,m,iles,mile,s
way,wa,y,wa,y
work,work,,wor,k
issue,i,ssue,issu,e
abeyance,a,beyance,abeyanc,e
peace,p,eace,peac,e
conference,co,nference,conferenc,e
question,que,stion,questi,on
justice,ju,stice,justic,e
minorities,m,inorities,minoritie,s
millions,m,illions,million,s
heart,he,art,hear,t
room,ro,om,roo,m
operation,o,peration,operati,on
doubt,do,ubt,doub,t
importance,i,mportance,importanc,e
boundaries,bo,undaries,boundarie,s
character,c,haracter,charact,er
government,g,overnment,governmen,t
orbit,o,rbit,orbi,t
spite,s,pite,spit,e
armies,a,rmies,armie,s
democracy,de,mocracy,democrac,y
region,re,gion,regi,on
means,m,eans,mean,s
forms,fo,rms,form,s
democracy,de,mocracy,democrac,y
area,a,rea,are,a
capitalism,ca,pitalism,capital,ism
institutions,in,stitutions,institution,s
issue,i,ssue,issu,e
time,t,ime,tim,e
incompatibles,in,compatibles,incompatible,s
subject,s,ubject,subjec,t
result,re,sult,resul,t
agreement,a,greement,agreemen,t
basis,ba,sis,basi,s
inclusion,in,clusion,inclusi,on
leaders,le,aders,leader,s
elections,e,lections,election,s
basis,ba,sis,basi,s
suffrage,s,uffrage,suffrag,e
ballot,ba,llot,ballo,t
parties,pa,rties,partie,s
right,ri,ght,righ,t
moderator,m,oderator,moderat,or
debate,de,bate,debat,e
issue,i,ssue,issu,e
matter,ma,tter,matt,er
principle,p,rinciple,principl,e
war,wa,r,w,ar
behalf,be,half,behal,f
matter,ma,tter,matt,er
life,li,fe,lif,e
death,de,ath,dea,th
earnestness,e,arnestness,earnestnes,s
people,p,eople,peopl,e
question,que,stion,questi,on
question,que,stion,questi,on
honor,ho,nor,hon,or
question,que,stion,questi,on
security,s,ecurity,securit,y
history,hi,story,histor,y
corridor,co,rridor,corrid,or
enemy,e,nemy,enem,y
years,y,ears,year,s
enemies,e,nemies,enemie,s
corridor,co,rridor,corrid,or
interest,in,terest,interes,t
position,po,sition,positi,on
door,do,or,do,or
corridor,co,rridor,corrid,or
force,fo,rce,forc,e
power,po,wer,pow,er
question,que,stion,questi,on
honor,ho,nor,hon,or
life,li,fe,lif,e
death,de,ath,dea,th
state,s,tate,stat,e
words,wo,rds,word,s
bulwark,bu,lwark,bulwar,k
question,que,stion,questi,on
power,po,wer,pow,er
security,s,ecurity,securit,y
argument,a,rgument,argumen,t
course,co,urse,cours,e
reasoning,re,asoning,reason,ing
elections,e,lections,election,s
government,g,overnment,governmen,t
confidence,co,nfidence,confidenc,e
pressure,p,ressure,pressur,e
voting,vo,ting,vot,ing
elements,e,lements,element,s
restrictions,re,strictions,restriction,s
elements,e,lements,element,s
degree,de,gree,degre,e
rule,ru,le,rul,e
remainder,re,mainder,remaind,er
classes,c,lasses,classe,s
extent,e,xtent,exten,t
millions,m,illions,million,s
peasants,p,easants,peasant,s
part,pa,rt,par,t
armies,a,rmies,armie,s
expectations,e,xpectations,expectation,s
agreement,a,greement,agreemen,t
countries,co,untries,countrie,s
institutions,in,stitutions,institution,s
choice,c,hoice,choic,e
case,ca,se,cas,e
judgment,ju,dgment,judgmen,t
conditions,co,nditions,condition,s
italics,i,talics,italic,s
authorities,a,uthorities,authoritie,s
elements,e,lements,element,s
population,po,pulation,populati,on
establishment,e,stablishment,establishmen,t
elections,e,lections,election,s
governments,g,overnments,government,s
will,wi,ll,wil,l
people,p,eople,peopl,e
affirmations,a,ffirmations,affirmation,s
institutions,in,stitutions,institution,s
model,m,odel,mod,el
interpretation,in,terpretation,interpretati,on
democracy,de,mocracy,democrac,y
judgment,ju,dgment,judgmen,t
conditions,co,nditions,condition,s
zone,z,one,zon,e
influence,in,fluence,influenc,e
dilemma,di,lemma,dilemm,a
exclusion,e,xclusion,exclusi,on
voters,vo,ters,voter,s
elections,e,lections,election,s
allies,a,llies,allie,s
fact,fa,ct,fac,t
elections,e,lections,election,s
governments,g,overnments,government,s
definition,de,finition,definiti,on
friendliness,f,riendliness,friendlines,s
propaganda,pro,paganda,propagand,a
cooperation,co,operation,cooperati,on
differences,di,fferences,difference,s
ideas,i,deas,idea,s
democracy,de,mocracy,democrac,y
formulae,fo,rmulae,formula,e
victories,vi,ctories,victorie,s
application,a,pplication,applicati,on
formulae,fo,rmulae,formula,e
sides,s,ides,side,s
governments,g,overnments,government,s
system,s,ystem,syste,m
illusion,i,llusion,illusi,on
editorial,e,ditorial,editori,al
connection,co,nnection,connecti,on
submission,s,ubmission,submissi,on
satellite,sa,tellite,satellit,e
peace,p,eace,peac,e
treaties,t,reaties,treatie,s
ratification,ra,tification,ratificati,on
lesson,le,sson,less,on
facts,fa,cts,fact,s
life,li,fe,lif,e
ideas,i,deas,idea,s
victory,vi,ctory,victor,y
system,s,ystem,syste,m
world,wo,rld,worl,d
fate,fa,te,fat,e
illusions,i,llusions,illusion,s
economy,e,conomy,econom,y
line,li,ne,lin,e
borders,bo,rders,border,s
Italics,I,talics,Italic,s
description,de,scription,descripti,on
illusion,i,llusion,illusi,on
areas,a,reas,area,s
editorial,e,ditorial,editori,al
institutions,in,stitutions,institution,s
world,wo,rld,worl,d
image,i,mage,imag,e
position,po,sition,positi,on
aberrations,a,berrations,aberration,s
image,i,mage,imag,e
way,wa,y,wa,y
actualities,a,ctualities,actualitie,s
world,wo,rld,worl,d
power,po,wer,pow,er
fate,fa,te,fat,e
editorial,e,ditorial,editori,al
dreams,d,reams,dream,s
war,wa,r,w,ar
conferences,co,nferences,conference,s
explanation,e,xplanation,explanati,on
origins,o,rigins,origin,s
lesson,le,sson,less,on
satellite,sa,tellite,satellit,e
treaties,t,reaties,treatie,s
week,we,ek,wee,k
editorial,e,ditorial,editori,al
year,y,ear,ye,ar
presence,p,resence,presenc,e
war,wa,r,w,ar
democratization,de,mocratization,democratizati,on
writ,w,rit,wri,t
Years,Y,ears,Year,s
war,wa,r,w,ar
strain,s,train,stra,in
hatred,ha,tred,hatre,d
arms,a,rms,arm,s
expenditures,e,xpenditures,expenditure,s
danger,da,nger,dang,er
world,wo,rld,worl,d
war,wa,r,w,ar
results,re,sults,result,s
control,co,ntrol,contro,l
series,s,eries,serie,s
essays,e,ssays,essay,s
basis,ba,sis,basi,s
symbol,s,ymbol,symbo,l
betrayal,be,trayal,betray,al
shibboleth,s,hibboleth,shibbole,th
opponents,o,pponents,opponent,s
cooperation,co,operation,cooperati,on
fanfare,fa,nfare,fanfar,e
betrayal,be,trayal,betray,al
analysis,a,nalysis,analysi,s
election,e,lection,electi,on
parts,pa,rts,part,s
process,pro,cess,proces,s
preparation,p,reparation,preparati,on
discussion,dis,cussion,discussi,on
Preparation,P,reparation,Preparati,on
year,y,ear,ye,ar
independence,in,dependence,independenc,e
steps,s,teps,step,s
communes,co,mmunes,commune,s
interests,in,terests,interest,s
planning,p,lanning,plann,ing
signs,s,igns,sign,s
uncertainties,un,certainties,uncertaintie,s
judgment,ju,dgment,judgmen,t
procrastination,pro,crastination,procrastinati,on
aspect,a,spect,aspec,t
election,e,lection,electi,on
procedure,pro,cedure,procedur,e
registration,re,gistration,registrati,on
nomination,no,mination,nominati,on
skill,s,kill,skil,l
administration,a,dministration,administrati,on
elections,e,lections,election,s
reproach,re,proach,reproac,h
results,re,sults,result,s
tables,ta,bles,table,s
evidence,e,vidence,evidenc,e
problems,pro,blems,problem,s
circumstances,c,ircumstances,circumstance,s
aspect,a,spect,aspec,t
controversy,co,ntroversy,controvers,y
results,re,sults,result,s
election,e,lection,electi,on
procedure,pro,cedure,procedur,e
identification,i,dentification,identificati,on
party,pa,rty,part,y
affiliation,a,ffiliation,affiliati,on
parties,pa,rties,partie,s
government,g,overnment,governmen,t
party,pa,rty,part,y
identifications,i,dentifications,identification,s
candidates,ca,ndidates,candidate,s
month,m,onth,mon,th
elections,e,lections,election,s
point,po,int,poin,t
significance,s,ignificance,significanc,e
elections,e,lections,election,s
pattern,pa,ttern,patter,n
politics,po,litics,politic,s
Elections,E,lections,Election,s
government,g,overnment,governmen,t
program,pro,gram,progra,m
address,a,ddress,addres,s
independence,in,dependence,independenc,e
speeches,s,peeches,speeche,s
role,ro,le,rol,e
formation,fo,rmation,formati,on
promise,pro,mise,promis,e
elections,e,lections,election,s
discussion,dis,cussion,discussi,on
feasibility,fe,asibility,feasibilit,y
elections,e,lections,election,s
fall,fa,ll,f,all
view,vi,ew,vi,ew
process,pro,cess,proces,s
communes,co,mmunes,commune,s
plan,p,lan,pl,an
fall,fa,ll,f,all
goal,g,oal,go,al
beginning,be,ginning,beginn,ing
discussions,dis,cussions,discussion,s
issues,i,ssues,issue,s
politics,po,litics,politic,s
type,t,ype,typ,e
questions,que,stions,question,s
government,g,overnment,governmen,t
fall,fa,ll,f,all
guarantees,g,uarantees,guarantee,s
right,ri,ght,righ,t
purposes,p,urposes,purpose,s
party,pa,rty,part,y
time,t,ime,tim,e
predominance,p,redominance,predominanc,e
service,s,ervice,servic,e
influence,in,fluence,influenc,e
rumors,ru,mors,rumor,s
process,pro,cess,proces,s
meetings,m,eetings,meeting,s
day,da,y,da,y
intervention,in,tervention,interventi,on
palace,pa,lace,palac,e
statement,s,tatement,statemen,t
citizens,c,itizens,citizen,s
possibility,po,ssibility,possibilit,y
appeals,a,ppeals,appeal,s
establishment,e,stablishment,establishmen,t
lists,li,sts,list,s
lists,li,sts,list,s
candidates,ca,ndidates,candidate,s
holding,ho,lding,hold,ing
consultation,co,nsultation,consultati,on
crisis,c,risis,crisi,s
fall,fa,ll,f,all
consideration,co,nsideration,considerati,on
elections,e,lections,election,s
consultants,co,nsultants,consultant,s
notices,no,tices,notice,s
investigation,in,vestigation,investigati,on
time,t,ime,tim,e
time,t,ime,tim,e
election,e,lection,electi,on
law,la,w,l,aw
rumors,ru,mors,rumor,s
election,e,lection,electi,on
dates,da,tes,date,s
spring,s,pring,spr,ing
summer,s,ummer,summ,er
government,g,overnment,governmen,t
elections,e,lections,election,s
decision,de,cision,decisi,on
doubt,do,ubt,doub,t
party,pa,rty,part,y
strife,s,trife,strif,e
spring,s,pring,spr,ing
strains,s,trains,strain,s
support,s,upport,suppor,t
elements,e,lements,element,s
party,pa,rty,part,y
parties,pa,rties,partie,s
elections,e,lections,election,s
people,p,eople,peopl,e
harvests,ha,rvests,harvest,s
crises,c,rises,crise,s
elections,e,lections,election,s
issue,i,ssue,issu,e
government,g,overnment,governmen,t
office,o,ffice,offic,e
elections,e,lections,election,s
homogeneity,ho,mogeneity,homogeneit,y
policy,po,licy,polic,y
labor,la,bor,lab,or
politics,po,litics,politic,s
development,de,velopment,developmen,t
elections,e,lections,election,s
importance,i,mportance,importanc,e
means,m,eans,mean,s
communes,co,mmunes,commune,s
focus,fo,cus,focu,s
effort,e,ffort,effor,t
chances,c,hances,chance,s
debacle,de,bacle,debacl,e
government,g,overnment,governmen,t
office,o,ffice,offic,e
elections,e,lections,election,s
time,t,ime,tim,e
doubt,do,ubt,doub,t
election,e,lection,electi,on
plans,p,lans,plan,s
task,ta,sk,tas,k
laws,la,ws,law,s
labyrinth,la,byrinth,labyrin,th
politics,po,litics,politic,s
number,nu,mber,numb,er
policy,po,licy,polic,y
decisions,de,cisions,decision,s
history,hi,story,histor,y
planning,p,lanning,plann,ing
point,po,int,poin,t
elections,e,lections,election,s
country,co,untry,countr,y
results,re,sults,result,s
country,co,untry,countr,y
process,pro,cess,proces,s
means,m,eans,mean,s
differences,di,fferences,difference,s
leaders,le,aders,leader,s
source,s,ource,sourc,e
policy,po,licy,polic,y
guidance,g,uidance,guidanc,e
absence,a,bsence,absenc,e
reservoir,re,servoir,reservoi,r
consensus,co,nsensus,consensu,s
group,g,roup,gro,up
elections,e,lections,election,s
prominence,pro,minence,prominenc,e
system,s,ystem,syste,m
place,p,lace,plac,e
institutions,in,stitutions,institution,s
consensus,co,nsensus,consensu,s
helps,he,lps,help,s
minority,m,inority,minorit,y
parties,pa,rties,partie,s
faction,fa,ction,facti,on
elections,e,lections,election,s
power,po,wer,pow,er
choice,c,hoice,choic,e
power,po,wer,pow,er
power,po,wer,pow,er
process,pro,cess,proces,s
tendency,te,ndency,tendenc,y
elections,e,lections,election,s
instrument,in,strument,instrumen,t
instrument,in,strument,instrumen,t
interest,in,terest,interes,t
effects,e,ffects,effect,s
planning,p,lanning,plann,ing
level,le,vel,lev,el
system,s,ystem,syste,m
form,fo,rm,for,m
system,s,ystem,syste,m
parties,pa,rties,partie,s
choice,c,hoice,choic,e
member,m,ember,memb,er
district,dis,trict,distric,t
extent,e,xtent,exten,t
problems,pro,blems,problem,s
communication,co,mmunication,communicati,on
areas,a,reas,area,s
country,co,untry,countr,y
value,va,lue,valu,e
elections,e,lections,election,s
elections,e,lections,election,s
officials,o,fficials,official,s
elections,e,lections,election,s
parties,pa,rties,partie,s
candidates,ca,ndidates,candidate,s
member,m,ember,memb,er
districts,dis,tricts,district,s
party,pa,rty,part,y
organizations,o,rganizations,organization,s
parties,pa,rties,partie,s
positions,po,sitions,position,s
parties,pa,rties,partie,s
work,work,,wor,k
elections,e,lections,election,s
affiliations,a,ffiliations,affiliation,s
candidates,ca,ndidates,candidate,s
elections,e,lections,election,s
degree,de,gree,degre,e
significance,s,ignificance,significanc,e
interpretation,in,terpretation,interpretati,on
elections,e,lections,election,s
way,wa,y,wa,y
party,pa,rty,part,y
responsibility,re,sponsibility,responsibilit,y
effect,e,ffect,effec,t
participation,pa,rticipation,participati,on
setting,s,etting,sett,ing
election,e,lection,electi,on
deterioration,de,terioration,deteriorati,on
party,pa,rty,part,y
organization,o,rganization,organizati,on
concentration,co,ncentration,concentrati,on
power,po,wer,pow,er
party,pa,rty,part,y
bickering,bi,ckering,bicker,ing
distraction,dis,traction,distracti,on
activity,a,ctivity,activit,y
benefits,be,nefits,benefit,s
addition,a,ddition,additi,on
elections,e,lections,election,s
evidence,e,vidence,evidenc,e
results,re,sults,result,s
elections,e,lections,election,s
place,p,lace,plac,e
weeks,we,eks,week,s
elections,e,lections,election,s
candidates,ca,ndidates,candidate,s
centers,c,enters,center,s
group,g,roup,gro,up
backing,ba,cking,back,ing
businessmen,bu,sinessmen,business,men
party,pa,rty,part,y
party,pa,rty,part,y
merchants,m,erchants,merchant,s
businessmen,bu,sinessmen,business,men
years,y,ears,year,s
offices,o,ffices,office,s
value,va,lue,valu,e
elections,e,lections,election,s
experiment,e,xperiment,experimen,t
participation,pa,rticipation,participati,on
indicator,in,dicator,indicat,or
interest,in,terest,interes,t
elections,e,lections,election,s
course,co,urse,cours,e
event,e,vent,even,t
preparation,p,reparation,preparati,on
commune,co,mmune,commun,e
elections,e,lections,election,s
organization,o,rganization,organizati,on
support,s,upport,suppor,t
solidarity,s,olidarity,solidarit,y
independence,in,dependence,independenc,e
struggle,s,truggle,struggl,e
problems,pro,blems,problem,s
politics,po,litics,politic,s
effect,e,ffect,effec,t
party,pa,rty,part,y
activity,a,ctivity,activit,y
elections,e,lections,election,s
place,p,lace,plac,e
point,po,int,poin,t
essay,e,ssay,essa,y
arrangements,a,rrangements,arrangement,s
elections,e,lections,election,s
subject,s,ubject,subjec,t
implications,i,mplications,implication,s
discussion,dis,cussion,discussi,on
system,s,ystem,syste,m
problems,pro,blems,problem,s
solutions,s,olutions,solution,s
experiences,e,xperiences,experience,s
countries,co,untries,countrie,s
value,va,lue,valu,e
election,e,lection,electi,on
results,re,sults,result,s
elections,e,lections,election,s
procedure,pro,cedure,procedur,e
background,ba,ckground,backgroun,d
discussion,dis,cussion,discussi,on
doubts,do,ubts,doubt,s
government,g,overnment,governmen,t
party,pa,rty,part,y
elections,e,lections,election,s
position,po,sition,positi,on
fall,fa,ll,f,all
argument,a,rgument,argumen,t
tendencies,te,ndencies,tendencie,s
government,g,overnment,governmen,t
bulk,bu,lk,bul,k
preparation,p,reparation,preparati,on
course,co,urse,cours,e
supervision,s,upervision,supervisi,on
officials,o,fficials,official,s
party,pa,rty,part,y
activity,a,ctivity,activit,y
party,pa,rty,part,y
politics,po,litics,politic,s
areas,a,reas,area,s
trouble,t,rouble,troubl,e
officials,o,fficials,official,s
evidence,e,vidence,evidenc,e
officials,o,fficials,official,s
process,pro,cess,proces,s
problem,pro,blem,proble,m
prestige,p,restige,prestig,e
office,o,ffice,offic,e
advantage,a,dvantage,advantag,e
week,we,ek,wee,k
elections,e,lections,election,s
institute,in,stitute,institut,e
direction,di,rection,directi,on
monarch,m,onarch,monarc,h
elections,e,lections,election,s
party,pa,rty,part,y
significance,s,ignificance,significanc,e
action,a,ction,acti,on
admission,a,dmission,admissi,on
party,pa,rty,part,y
identifications,i,dentifications,identification,s
factor,fa,ctor,fact,or
meaning,m,eaning,mean,ing
absence,a,bsence,absenc,e
members,m,embers,member,s
presence,p,resence,presenc,e
leaders,le,aders,leader,s
details,de,tails,detail,s
elections,e,lections,election,s
change,c,hange,chang,e
government,g,overnment,governmen,t
effect,e,ffect,effec,t
aspects,a,spects,aspect,s
elections,e,lections,election,s
indication,in,dication,indicati,on
displeasure,dis,pleasure,displeasur,e
preparations,p,reparations,preparation,s
fall,fa,ll,f,all
demarcation,de,marcation,demarcati,on
communes,co,mmunes,commune,s
tasks,ta,sks,task,s
fixing,fi,xing,fix,ing
districts,dis,tricts,district,s
registration,re,gistration,registrati,on
voters,vo,ters,voter,s
registration,re,gistration,registrati,on
candidates,ca,ndidates,candidate,s
Voter,V,oter,Vot,er
registration,re,gistration,registrati,on
government,g,overnment,governmen,t
response,re,sponse,respons,e
bulletins,bu,lletins,bulletin,s
accomplishment,a,ccomplishment,accomplishmen,t
province,pro,vince,provinc,e
registration,re,gistration,registrati,on
process,pro,cess,proces,s
kind,k,ind,kin,d
competition,co,mpetition,competiti,on
officials,o,fficials,official,s
goal,g,oal,go,al
attention,a,ttention,attenti,on
fulfillment,f,ulfillment,fulfillmen,t
qualifications,qua,lifications,qualification,s
men,m,en,,men
women,wo,men,wo,men
years,y,ears,year,s
age,a,ge,ag,e
proof,pro,of,proo,f
residence,re,sidence,residenc,e
identification,i,dentification,identificati,on
provisions,pro,visions,provision,s
dispensation,dis,pensation,dispensati,on
documents,do,cuments,document,s
records,re,cords,record,s
police,po,lice,polic,e
categories,ca,tegories,categorie,s
citizens,c,itizens,citizen,s
criminals,c,riminals,criminal,s
activities,a,ctivities,activitie,s
registration,re,gistration,registrati,on
figures,fi,gures,figure,s
caution,ca,ution,cauti,on
estimate,e,stimate,estimat,e
electors,e,lectors,elector,s
benefit,be,nefit,benefi,t
